Title,ConstituentID,Date
"Opus 39, Opus 51, Opus 52, and Opus 53",36940.0,c. 1961-64
Give Me Television,46345.0,1979
Pereval. Sbornik. Kniga chetvertaia,23390.0,1926
Water Enclosure in Landscape I,6168.0,1986
Painting to See the Sky,4410.0,1962
BLUE TANGO from the series FORTUNE KOOKIE,5881.0,(October 27-November 3) 1964
"Untitled, from the series Come Sunday",5006.0,1991-94
Planche XXXV from Carmen,4609.0,"May 30, 1948, published 1949"
"""1 MAN/1 PLACE"" from the portfolio DETAILS FROM THE EXCAVATION OF WOOSTER STREET",4330.0,1972
"Court House Project, Plan",7166.0,c. 1935
My Blind,3842.0,1946-47
Cet Obscur Objet du Désir,31258.0,1977
Scanno,2140.0,1963
"Anonymous, San Francisco",34484.0,2010
Untitled,6457.0,"(February 5, 1964)"
Lounge Chair with Arms (Six elevation sketches),7166.0,1926-46
Double page plate (folios 27 verso and 28) from HERACLITUS,2456.0,1965
"Christ Crowned with Thorns (Christi Dornenkrönung) (plate, folio 19 verso) from the periodical Der Bildermann, vol. 1, no. 9 (Aug 1916)",3197.0,1916
Barcelona armchair (Side elevation),7166.0,1931-1932
Cigarette Box,9880.0,1940s
Hubbe-related Study,7166.0,1934-1935
Plate (page 18) from PASSION,5053.0,1928-1939
Petit Trianon,229.0,1910 or earlier
Fasteners on rubber straps for chairs and beds (Perspectives and section),8059.0,1931
"untitled (to the ""innovator"" of Wheeling Peachblow)",1911.0,1968
"The Road West, New Mexico",3373.0,June 1938
Peasant of Puebla (Campesino de Puebla),186.0,1924
New Year (Wrigley's),5390.0,1900-1936
"Imperial Hotel Annex, Tokyo, Japan",6459.0,1916
Untitled,3884.0,"(December 28, 1962)"
Man Reading,710.0,1940-1944
The Age of Condom Come,710.0,1989
Kytes Tree,7461.0,2005
The Hansen Album,8595.0,1860
Roofs of Mexico City,4039.0,1923-30
As Easy As Pie from Disasters of Peace,28199.0,2001-03
Study for The City Rises,624.0,1910
"Untitled from A variation on 79, side to side passes on a dumball, dedicated to the memory of John Cage 1912-1992",2823.0,1993
Sketchbook,1485.0,(c. 1939-44)
"Mercado, Merida (Market in Merida, Yucatan, Mexico)",2668.0,1931
Yielding Stone,7461.0,1992
Beach Girl,2671.0,1937-39 (dated on painting 1937)
Plate (folio 13) from A VISION OF THOREAU,1975.0,1965
Divertevents One,38023.0,c. 1965
Woman with Broom (double page in-text plate; folios 7 verso and 8) from the illustrated book La Maigre,4609.0,1951-1952
De Stijl NB stationery,6076.0,1926
"Neue Wache War Memorial Project, Berlin-Mitte, Germany, Interior perspective. Sketch.",7166.0,1930
Angels,8514.0,1941
One Out of Four Multiracial Dollars,1873.0,c. 1965
Untitled,8595.0,c. 1955
Untitled,28708.0,2003
Untitled,5373.0,1980-81
"Proof of 2nd color for Plate 3 (supplementary suite, plate 28) from FOUR TALES FROM THE ARABIAN NIGHTS",1055.0,1941-1948
New York,3520.0,1974
Love Stories,33825.0,2004–07
Sketchbook,2284.0,1944
The Night,710.0,2001
"Hôtel de Maillé 10, rue Charles V.",229.0,1908-09
That'll Learn'em (Das wird ihm auf die Sprünge helfen) from the portfolio Interregnum,2374.0,"(1935, published 1936)"
"PSALM 39, plate 15 (page 37) from PSAUMES DE DAVID",1055.0,1978-1979
Conversation before the Mirror,1221.0,1957
Untitled,2923.0,2001
Choeps from 9 Prints,5729.0,1967
"Duplicate of in-text plate and initial L from page 175 (supplementary suite, plate 58) from LA BELLE ENFANT",1646.0,1930
Number Four,6147.0,1956
Untitled. (woman watching two children playing on ground),5238.0,1965-67
El Puente,48089.0,c.1955
"Ionian Sea, Santa Cesarea",5721.0,1993
ENSEIGNE. 8 RUE CLÉMENT,229.0,n.d.
In-text plate (folio 21; duplicate of folio 6) from AIR MEXICAIN,5795.0,1952
Soft Forms (Formas blandas) from AGPA 73: Pan American Graphic Arts (AGPA 73: Artes gráficas panamericanas),6801.0,1973
Branches in Snow,60.0,c. 1932
Trio for Strings (page 1) from Fluxus 1,6520.0,"1958, assembled 1964–65"
"Improvisation 5 (headpiece, folio 15 verso) from Klänge (Sounds)",2981.0,(1913)
Folding Music Stand,5296.0,1971
Hôtel de Beauvais. 68 rue François Miron,229.0,1902
"Untitled 2 from ""No!"" says the signified",207.0,1973
The Black Factory Archive,37145.0,2005
The Equilibrist (L'Equilibriste),6165.0,1913
UNTITLED (Hands on bow of boat),2146.0,1969
Double page plate (folios 11 verso and 12) from 2 POEMAS,1975.0,1953
Back at Work,8452.0,2003
Independence/Nakba,49682.0,2013
Vegetable Stand,2834.0,1936-58
Troubles (Tracas) from the portfolio Cadaster (Cadastre) from Phenomena (Les Phénomènes),1633.0,1959
Untitled from Blueberry Surprise,7929.0,2006
Monte Alban from Oaxaca,4434.0,1966
Headpiece (page 211) from CALLIGRAMMES,1106.0,1930
Plate VII from The Ring of Dawn Suite (Suite la bague d'aurore),4016.0,1957
"""Fiorinbocca""",4570.0,1969
"German Pavilion, International Exposition, Barcelona, Spain (Floor plan)",7166.0,c. 1928-29
Interior of the Small Temple,1453.0,1876
Kazumasa Nagai One-Man Show at Imabashi Gallery,4198.0,1968
Plate 10 from THÉOGONIE,744.0,1932
Peasants (Campesinos),1084.0,1938
"Honey, I rearranged the collection using artists whom we know virtually nothing about.",5084.0,2001
Wrapper front from LE SATIRICON,2012.0,1948-1949
"La Célestine présentant ses deux pensionnaires à deux clients (plate, page 283) from La Célestine",4609.0,"1968, published 1971"
Revelation,6049.0,1951
Mexico,3520.0,1941
New York,3520.0,1939
Residents on Night Music,34673.0,1989
Piccole Note,8477.0,1984
Chapter title (folio 78) from LES AMOURS,511.0,1915
"Geometrischer Ort der 2 Mio. $ Knödel-knickerbockermigränehitshitbitssoufflévisage, drin strohmulmige Isoquante touchiert goldene Bilanzregel + Insolvenzsnob (for Parkett no. 67)",8470.0,2003
The Monthly Review of the University for Avant-garde Hinduism mailing (1 Cent Coin in Envelope),4469.0,1963
Untitled from Eagle (Adler),366.0,"1974, published 1975"
Untitled,28711.0,(1992/94)
Plate (folio 14) from DIECI POETI AMERICANI,5184.0,1963
Headpiece (page 103) from Le Calumet,1500.0,1920
Air Travel,6281.0,1973-1974
Untitled,3060.0,1933
Plate (folio 84) from LES TRAVAUX ET LES JEUX,1500.0,1929
"Untitled (plate, folio 5) from Immer und Immer (Again and Again)",3276.0,1937
Show and Tell from Crying in Public,28218.0,2003
Plate (folio 8) from 10 Origin,1480.0,1942
Plate (folio 18) from (POEMS),3213.0,1967-1988
Recent Grave,135.0,1933
The Settlement from a Distance,4751.0,1982
Saenredam,1533.0,1973
"Untitled, from Prada advertising campaign, Fall/Winter 1997",26637.0,1996
ADOLPHE THIERS,1552.0,1860-70
Celebration! 200 Years USA/50 Years CCA,666.0,1976
Railroad Crossing,264.0,c. 1932
Plate (page 162) from LES FLEURS DU MAL,3832.0,1944-1947
Dream of a City,71884.0,2018
FOUR BLACK AND WHITE LITHOGRAPHS,2902.0,1966 (published 1967)
Olympische Spiele München 1972,215.0,1972
Untitled Sketchbook (Blue Strathmore 500 Bristol),3724.0,1976
Untitled (Picasso),8330.0,(1998)
Maquettes for a set of red and yellow liturgical vestments,3832.0,(c. 1950)
Galaxis: multiple klangstruktur für variables instruementalensemble,42300.0,1963
"Half title page from AMISH, Volume I",6344.0,1968-1969
Papoose from Portfolio of 11 Compositions,5716.0,1963
Vortex,24551.0,January 1932
Untitled,26103.0,1999
Plate (folio 28) from EL INGENIOSO HIDALGO DON QUIXOTE DE LA MANCHA,3842.0,1991
Plate (folio 64) from EL INGENIOSO HIDALGO DON QUIXOTE DE LA MANCHA,3842.0,1991
Place du Châtelet,4254.0,1854
"Alphabet Symphony, performed during Fluxus/Musik og Anti-Musik/det Instrumentale Teater, Nikolai Kirke, Copenhagen, November 23, 1962",6377.0,1962
In-text plate (folio 68 recto) from In Memory of My Feelings,2419.0,1967
Exclusive Memory Part 2 (5-8-16),35633.0,1987
Kubus Stacking Storage Containers,6208.0,1938
Automobile Pistons,9958.0,1924–1934
Balboa Terminals. General view of shop buildings from Sosa Hill,8595.0,"April 25, 1916"
Sketch for Quarry Project: Texas Overflow,5497.0,(1968)
Shell,3978.0,1900-1950
"LORD HENRY AT HOME (plate, folio 26) from THE PICTURE OF DORIAN GRAY",1547.0,1968
Untitled from Gog,6621.0,1996
"10 rue de Turenne, Vieille Maison",229.0,1900
Untitled (Sketch),7166.0,1955
Politician [Rosi Wolfstein-Frölich],5145.0,1929
Irregular Bands,3528.0,1995
Edelweisspiraten (Edelweiss Pirates),28741.0,2001
Up Died from Type Specimen Portfolio,39961.0,"2010, printed 2013"
CAPE COD,4283.0,1941
"Henri Matisse - Chapelle, Peintures, Dessins, Sculptures",3832.0,1950
Untitled,124.0,"(May 16-24, 1961)"
Rebecca,5685.0,1922
Lovers Under a Street Lamp. (Les amoureux sous un rèverbére),745.0,c. 1932
Golden Bee 11,48799.0,2015
Headpiece (page 386) from L'IMITATION DE JÉSUS-CHRIST,1492.0,1893-1903
"Progressive proof of first 6 colors for Plate 4 (supplementary suite, plate 51) from FOUR TALES FROM THE ARABIAN NIGHTS",1055.0,1941-1948
No (2),710.0,1992-1993
"Oaks and Dry Grass, Colusa County",6329.0,1937
Time Running Out,6860.0,1992
"Mansard House, South End, Boston, Massachusetts",1777.0,1932
"Circle Line Statue of Liberty Ferry, New York",6399.0,1971
Scenario,2637.0,1968
Bench,7049.0,1974
"House and Cypress Trees, Hillsboro, Texas",2207.0,1978
Untitled (triptych),22751.0,(2000)
Untitled,3192.0,(July 10-17) 1965
"Auguste Herbin, Galerie Denise René",2602.0,1960
Post Office Telegraphists At War Work - Telegraph Less,4195.0,1939-1945
Plate (page 23) from Der Philosoph (The Philosopher),2583.0,1983
Untitled from Cubes in Color on Color,3528.0,2003
Zephyr,6841.0,1986
GRACELAND MANSION,357.0,1979
Untitled,28642.0,2004
Encounter,1467.0,1969
Drawing without Paper 84/25 and 84/26,2107.0,1984 and 1987
Erosion and Strip Farms,2086.0,1951
Woodblock for Ships and Stars (Schiffe und Sterne),1832.0,1919
"Fuchs Addition to Perls House, Berlin-Zehlendorf, Germany (Basement plan and two sections)",7166.0,1928
Casita,8044.0,1995
Inova X5MT-RT LED Floodlight,29541.0,2000
Have you seen my language?,48637.0,2016
Magnolia from Suite of Plant Lithographs,3048.0,1966
"Navajo Irrigation Project, New Mexico",5647.0,1979
ENTRANCE OF MADERO INTO MEXICO,3923.0,1935
Bottle,6916.0,1962
Torso,4591.0,1924-26
(Boy and Frozen Pond),860.0,n.d.
Rut,3821.0,1957
Flotsam. (Épaves),5053.0,c. 1924–27
La Conférence à la Sorbonne,3137.0,1959
Half Sheet,68036.0,2017
The Mothers (Die Mütter) from War (Krieg),3201.0,"1921–22, published 1923"
Plate (page 194) from RÉINCARNATIONS DU PÈRE UBU,5053.0,1916-1932
Parade: Costume Designs IV,4744.0,1966
Plate (folio 12) from MUMMIES,202.0,1982
"Children at a Free Huey, Free Bobby rally in front of the Federal Building, San Francisco, California",69877.0,February 1970
THE FOURTEEN STATIONS OF THE CROSS,1301.0,"(December 6, 1966-January 25, 1967)"
Untitled,8595.0,c. 1938–60
Towards a definition of project art….Ethical considerations in project art. [NY workshop edition],41829.0,2011
"Tree, New Haven",1518.0,1977
Ball Figures II,3399.0,2003
Women at the Bath (Femmes au bain) from the Vollard Suite (Suite Vollard),4609.0,"1934, published 1939"
Something of the World (Quelque chose d'un monde) from Hayterophilies,107.0,1968 (plate executed 1952)
"I Am in Town Again, Sorry",28719.0,1995
Independence/Nakba,49682.0,2013
Plate 18 (folio 20) from MALELADE,366.0,1988-1990
"Untitled from Study/Falling Man Series, Volume I",5938.0,1967
Untitled,7032.0,1944-45
Wrigley's (Christmas Stocking),5390.0,c.1937
Untitled,8595.0,c. 1945
"Untitled, no. 22 of 23, from the illustrated book, Ode à la Bièvre",710.0,2007
(Dr. Albert Schweitzer at a table),5496.0,1954
FRÉ=FLÉ N° 86 from Alphabet bété,30876.0,1990
"Untitled, plate 5 of 14, from the portfolio, Autobiographical Series",710.0,1994
Barges,710.0,1989
Broadacre City Project (Model in four sections),6459.0,1934–1935
"THE HARE AND THE FROGS (plate 21, 2nd supplementary suite) from FABLES",1055.0,1927-1952
UN COIN DE L'ENTREPÔT DE BERCY. RUE LÉOPOLD,229.0,1913
UNTITLED (Seated and Moving Figures),537.0,"March 1, 1979"
Mother May I?,35526.0,1987
Untitled from Abstraktion and Apparition,4121.0,1989
"Arab, Egypt",3373.0,1963
Plate (page 219) from LES PETITES FLEURS,511.0,1928
Tablet Litho 2,3975.0,1968
"Progressive proof of first 4 colors for Plate 2 (supplementary suite, plate 19) from FOUR TALES FROM THE ARABIAN NIGHTS",1055.0,1941-1948
In-text plate (page 206) from MACUNAÍMA,1003.0,1957
VIII from the portfolio 12 Original Lithographs,4474.0,1970
Untitled,45664.0,1976
"The Merchant of Cocks, Nice",3620.0,1949
(Untitled) (Automobile),3716.0,1928
UBS Tower 2005 (UBS Turm 2005) from Architecture Models 1980-2006 (Architektur Modelle 1980-2006),5281.0,2006
WHITE SANDS (PLATE 9),6327.0,1946
"Residencia Brisa, Col. Pedregal de San Angel, Mexico City, Mexico",43916.0,1958
"La Réparation, plate 3 of 7, from the portfolio, La Réparation",710.0,2003
Ale Cans from 1st Etchings-2nd State,2923.0,"1967–69, published 1969"
Bill Dollar. Costume design for the ballet Juke-Box,3456.0,1941
Untitled from the Museum in Progress project Interventions,7678.0,"(newspaper published March 21, 1996)"
Fats,6386.0,1971
Headpiece (page 12) from SAINTE MONIQUE,665.0,1920-1930
Tailpiece (page 80) from LE CRÉPUSCULE DES NYMPHES,665.0,1946
Costume design for the ballet The Cave of Sleep,5821.0,1941
I HAVE ALWAYS ENVIED PEOPLE WHO CAN DANCE,3926.0,1983
CONCERT D'ÉTÉ,3697.0,(1945)
Dialectical Evolution IB Dialectical Evolution V,36942.0,1965
"Jugglers, Santiago",49166.0,1984
THE BOY'S PLAY,853.0,"April 18, 1927"
Headpiece (page 177) from FABLES,542.0,1818
"The Brown Sisters, Truro, Massachusetts",4315.0,2009
Untitled from Electric Chairs,6246.0,1971
< star piece >,5403.0,1963
Art & Project Bulletin #11,29982.0,1969
Untitled,5640.0,(c. 1967)
Death Valley,2086.0,"April 15, 1954"
Untitled (Transfusion 1),833.0,(1960s)
Fête de la Villette,229.0,1926
Double page plate (folios 15 verso and 16) from AN ANGLE,5160.0,1972
100 Boots,8183.0,1971-73
LA MADELEINE. DÉTAIL (PORTE),229.0,1907
Virgin under the Arch,4840.0,(c. 1902)
Artist's proof for plate 8 from HOMAGE TO ODILON REDON,3580.0,1959
The Photographer (Der Photograph) from Ein neuer Totentanz (A New Dance of Death),3276.0,1947 (reproduced drawing executed 1938)
Tailpiece (page 131) from POÈMES,1492.0,1944
Krater und Wolke 6,24409.0,1990
The Centaur and His Cart from Deux Contes,4609.0,"February 17, 1948, published 1947"
Seated Girl,4514.0,(c. 1910)
Pasiphaë,3821.0,1945
HI HAT DRACULA,472.0,"(June 3, 1968)"
"Pompey's Pillar, Alexandria",8595.0,1850's?
Plate (folio 50) from AN ALPHABESTIARY,2566.0,1966
Phil,4022.0,1972-74
"Kröller-Müller Villa Project, Wassenaar, The Netherlands (Sketch plan of ground floor)",7166.0,1912-1913
"Plate from LE CAFÉ CONCERT (suite, folio 15)",2791.0,1893
"Sidewalk and Shopfront, New Orleans",1777.0,1935
Front cover from SIETE POEMAS SAJONES/SEVEN SAXON POEMS,4676.0,(1974)
The House of Clocks,1555.0,1977
Sketchbook,2284.0,1957
The Wind that Shakes the Barley,36009.0,2006
<<ZÊ>> N° 364 from Alphabet bété,30876.0,1991
"La Réparation, plate 3 of 7, from the portfolio, La Réparation",710.0,2001
"Racer, Schererville, Indiana",3650.0,1965-66
"Untitled, plate 1 of 10, from the illustrated book, Homely Girl, A Life, volume I",710.0,1992
Typenmöbel (Standardized furniture),3654.0,1929
"NUDE WITH UPRAISED ARM (plate, folio 45) from WOODCUTS",6275.0,(Print executed 1919-1920)
Christus,4792.0,(1969)
"Palic Building, Caracas, Venezuela (Exterior view from Avenida Luis Roche, Urbanización Altamira, Caracas)",45354.0,c.1956
"Orchard, Winter, Yosemite National Park, California",60.0,c. 1940
Dowaha (Buried Secrets),74013.0,2009
Providence,924.0,1977
"Weissenhof Housing Colony Master Plan, ""The Dwelling,"" Stuttgart, Germany",7166.0,1926-1927
Independence/Nakba,49682.0,2013
Nude by Bookcase,5471.0,1931
"Barn, Redwood City, California",60.0,1936
Plate (folio 24) from 'Capital' in Pictures,2115.0,1933
106 avenue de Suffren,229.0,1910-11
Half title page from Viaggio in Italia,502.0,1945–51
"STAY-AT-HOME OBJECTS, plate 11 (page 59) from DREAMS AND PROJECTS",11.0,1952
Z do your thing from circus alphabet,41140.0,1968
Duo for Voice and String,4520.0,1962
Tuileries (vase),229.0,1911-12
Guerrillas in Our Midst,74042.0,1992
Step By Step,32272.0,1978
The Graduating Class of Harvard College,36206.0,1905-06
"Untitled (plate, folio 43-44) from Poetry of Sappho",25414.0,2011
"UNTITLED (Computer Diskette, Ed. #6/6)",4739.0,1987
"Micro-Hutong, Beijing, China",70011.0,2016
"Street Demonstration, San Francisco",3373.0,1933-1934
Killdevil Hill,4823.0,1975
Rayons de Soleil Sur la Mer,710.0,c. 1948
Headpiece (page 9) from L'IMITATION DE JÉSUS-CHRIST,1492.0,1893-1903
Life of Phillis,7489.0,1979
"The Loge (Die Loge) (plate, page 153) from the periodical Münchner Blätter für Dichtung und Graphik, vol. 1, no. 10 (October 1919)",2372.0,1919
Untitled,8595.0,c. 1945
Central Park,4490.0,1980
Philadelphia Mummer,5267.0,1973
Sunset Boulevard III,3864.0,"May 29-June 17, 1968"
"Proof of some colors for variant of in-text plate from page 22 with +remarque- (supplementary suite, plate 13) from LYSISTRATA",3302.0,1908-1911
"Fuchs Addition to Perls House, Berlin-Zehlendorf, Germany (Second floor plan)",7166.0,1928
Killt,8268.0,1980
Lampette Reading Lamp (model E6),10901.0,1963
Opposing Mirrors and Video Monitors on Time Delay,2281.0,1974
Untitled,5804.0,1939
Jill and Freddy Dancing,6246.0,1963
Glassware designs for Leerdam Glasfabriek (Elevation of a cognac glass),6459.0,1929
Windmill,4840.0,(c. 1875)
Batrak (Farmhand) from Geroi i zhertvy revoliutsii. Oktiabr' 1917-1918 (Heroes and Victims of the Revolution: October 1917-1918),23505.0,1918
"Untitled, from Allégret's trip to the Congo with André Gide",8549.0,1925
Study of Lightning,2678.0,1973
REMBRANDT LADY from the portfolio TWELVE ETCHINGS,2360.0,1965
Untitled,2729.0,1978
JAMES SWIMMER AND WIFE CHARLOTTE,853.0,"July 28, 1942"
"Leader of a Splinter Party [Dr. Braun, “German Federation of Intellectual Innovators”]",5145.0,1931
Bat Flight,1831.0,1952
Horizon Studies,1533.0,1971
New York,3520.0,1938
"Gymnast, II",5963.0,1984 (cast 1985)
"Untitled from Eyes, Dark",8199.0,1999
Border (page 15) from POÈMES,3832.0,1942-1950
Untitled,5804.0,(c. 1938)
Cartoon Screen,22566.0,1992
"Death of Mira (plate, page 45) from Prométhée (Prometheus)",4071.0,1948-1951
"THE HORRIBLE NIGHT OF INSOMNIA (headpiece, page 35) from CHANSONS POUR ELLE",3697.0,1939
RÉINCARNATIONS DU PÈRE UBU,5053.0,1925
Sorceress with Seven Assorted Birds,5102.0,1964
Jam Passage,4159.0,1965
Untitled,534.0,1957
The Phantom Ship,1712.0,1951
Landscape (Polling) [Landschaft (Polling)],5000.0,(1911)
Plate (folio 7 verso) from HAIKU,2971.0,1964-1965
Untitled,5815.0,1988
HURSTMONCEAUX,959.0,1856
REIGN OF CLAWS,4783.0,1945
Hold My Bones Together,710.0,1999-2002
Flotsam at Noon,2268.0,1952
"Remodeling of the Apartment of G. Büren, Wannsee, Berlin, Germany, Tables. Elevations and plans",8059.0,1938
Plate 7 (page 37) from DE MAUVAIS SUJETS,1055.0,1958
Untitled,3393.0,"October 28, 1972"
Shades and Tints (Drapery fabric),7329.0,c. 1954
Untitled,26617.0,2006
"Solomon R. Guggenheim Museum, New York, NY",6459.0,1943-1959
"Région Centrale (Taches et Granulations), June 22, 1885, 7h 48m 40s",38160.0,"August 5, 1877-June 22, 1894"
"Cristo with Thorns, Huexotla",5685.0,1933
Plate (facing page 54) from DIALOGUES,3409.0,1951
Plate (folio 12) from Le Mirivis des Naturgies,1633.0,1962
Untitled,7032.0,1944-45
"Two of a Kind (Tal para qual) (plate 5, folio 5) from Los Caprichos",2274.0,1797-1799
Vanish,3528.0,1994
Untitled from Conventional Dichotomy,7557.0,1990
Self Portrait,710.0,2007
Rue de la Santé,5804.0,1925
"Prince Manufacturing, Bowmanstown, Pennsylvania",5656.0,November 1982
Untitled,8595.0,1929-32
"LVMH Tower, New York, NY (Study model)",7470.0,1994-1999
VIEW FROM THE BACK GARDEN AT NO. 11,8595.0,1859-60
Image #I from Ssblak!Ssblak!!Ssblakallblak! Wonder#9,7639.0,2000
Member a.k.a. Schlong Journey,37145.0,1996
Cerisiers,229.0,1921
Plate (folio 23 verso) from HAIKU,2971.0,1964-1965
Even the Centipede,4324.0,"Kamakura, 1952"
Place de la Concorde from Ten Etchings for Aurélia (10 Eaux-fortes pour Aurélia) by Gérard de Nerval,3757.0,1931
The Story of my Life and Friends as Told by Snapshots from Fourteen On,8595.0,1916-23
The Grooming of Narcissus,111.0,1974
Egg Beater (Eierschläger) from Merz 5. 7 Arpaden by Hans Arp. Arp Portfolio. Second Portfolio of the Merz Publisher (Merz 5. 7 Arpaden von Hans Arp. Arp Mappe. Zweite Mappe des Merzverlages),11.0,1923
Portrait of an Old Woman Reading,5641.0,"c. 1900, printed 1960"
Untitled,8383.0,1999-2001
"Briggel: The Brothers (Der Briggel: Die Brüder) (headpiece, page 9) from Neben der Heerstrasse (Off the Main Road)",3115.0,1923
Untitled from an untitled portfolio,3717.0,1969
Africa Revisited,33693.0,2001
Field in Thuringia,556.0,c. 1929
Window Series X from the portfolio Window Series,62.0,(October 26-November 5) 1960
Untitled,7595.0,2001
Tailpiece (page 63) from FLORILÈGE DES AMOURS,3832.0,1941-1948
Headpiece (page 29) from CIRQUE DE L'ÉTOILE FILANTE,5053.0,1926-1938
New York City,2002.0,1985
ÉGLISE SAINT MÉDARD,229.0,1926
Martian Child,37054.0,2007
Mondrian's Studio,3072.0,1926
In-text plate (page 91) from PANTAGRUEL,1500.0,1943
Cobra Lighting Fixture (Exhibited in the US Pavilion in the 1951 Milan Triennale),3691.0,c. 1948
"Earthworm (plate, folio 65 verso) from A Bestiary",145.0,1990
Man's Best Friend from the series After Noon,3559.0,(1970)
Headpiece (page 19) from Lettres espagnoles,3408.0,1926
Frontispiece from LE CRÉPUSCULE DES NYMPHES,665.0,1946
"High-relief # 6: Metro Builders. Three tunnel diggers, men (Aleksandr V. Scheglov, b. 1929;  Nikolay V. Ivanov, b. 1932)",67936.0,2015
Bathers,1500.0,1907
The Juggler. Wandering Circus (Le Jongleur. Cirque forain),5053.0,c. 1924-27
Swelling (#3),710.0,2008
Beauvais. Coin rue de l'Abbé Gelée,229.0,1904
Untitled (White Circle Collage),32795.0,c. 1967
Untitled,8383.0,2002
Little Prelate (Petit prélat),4840.0,1888
Tisch Quer,2103.0,1961
Trestle,8471.0,2000
Broadacre City Project (Plan and elevations of the Smallest Homestead),6459.0,1934–1935
The Chimera Regarded All Things with Terror (La Chimère regarda avec effroi toutes choses),4840.0,(1886)
Balboa Terminals. Dry Dock #1. Pumping Plant. Erecting 54 inch check valves. Looking West,8595.0,"February 3, 1916"
Still Life,2988.0,1911
Plate 2 from POEMS FROM THE CANTO GENERAL,5454.0,1966-1968
"UNTIL THE EVIL NONCHALANCE (headpiece, page 21) from CHANSONS POUR ELLE",3697.0,1939
Untitled (People at outdoor market),229.0,1899-1900
"Urban Proposal with Multi Thin-Shell Capsules, project (Elevation sketches)",42362.0,1970
Body Print,2486.0,1975
Plate (page 25) from LE BLANC ET LE NOIR,2820.0,1980-1981
PKZ Burger-Kehl & Co AG,1541.0,1935
Photographs of U.S.S.R,712.0,1935
Pigeons (Cock and Hen),2221.0,c. 1929
Untitled,8595.0,c. 1938–60
OWL (plate IX) from BESTIAIRE,3261.0,1955
Plate (folio 7) from LETTRE À UN GENOU,1854.0,1963-1964
"Woman in Black, second state",100.0,(1975)
Parc de Sceaux,229.0,"Juin, 7 h. matin, 1925"
"IIT Master Plan, Chicago, Illinois, Campus.  Aerial perspecitve (view towards southwest)., IIT Campus, Chicago, Illinois, Aerial perspective for final scheme including the Armour Institute buildings",7166.0,c. 1940-41
No. 1 from Serie Nenias No. 1-6,3502.0,"1969–85, published 1985"
Untitled,8595.0,c. 1950
Utinoe gnezdyshko... durnykh slov (A Little Duck's Nest... of Bad Words),5066.0,1913
In-text plate (page 28) from Traces Suspectes en Surface,4823.0,"1972–78, published 1978"
Front cover from Book,5134.0,1968
"Port de l'Hôtel de Ville, Pont Marie",229.0,1912
Berg und Mensch X,28803.0,2003
Untitled (protest),4741.0,2012
"One of Them Had Polio, Skilled Teamwork Brought Recovery",3843.0,1949
Untitled from Supernova,6621.0,2003
"Barracks (Kaserne) (plate, loose leaf) from the periodical Das Kunstblatt, vol. 1, no. 9 (Sep 1917)",2288.0,1917 (executed 1916)
Welcome to the Wadsworth: A Museum Tour,30910.0,1991
4000 Years - If the Mind...,1491.0,1976
Reims Cathedral (ornamental detail-broken bird),8595.0,1876
Shutterspeed Pieces,1533.0,1971
Around Clown,67841.0,1987
In-text plate (page 21) from PANTAGRUEL,1500.0,1943
Untitled from the portfolio Five Lithographs,6147.0,"(August 30-September 10, 1962)"
"Fine Arts Center, School, and Performing Arts Theater, Fort Wayne, Indiana",2964.0,1959-73
"Plate (suite, plate 17) from THE PLAIN OF SMOKES",4734.0,1979-1981
"Earth Map (White Limestone) of the Hypothetical Ice Cap of Gondwanaland Made Near Uxmal Yucatan, April 1969, Hypothetical Continent (Icecap of Gondwanaland), Yucatan, Mexico",5497.0,1969
Blue About,4929.0,1983/2002
Untitled from Reconstructions,33915.0,2007
Studio Pietà (King Kong Komplex),40568.0,2013
"And I John Saw the Holy City, New Jerusalem, Coming Down from God out of Heaven (Et moi, Jean, je vis la sainte cité, la nouvelle Jérusalem, qui descendait du ciel, d'auprès de Dieu) from Apocalypse of Saint John (Apocalypse de Saint-Jean)",4840.0,1899
Fête du Trône,229.0,1923
Untitled,8595.0,c. 1930
Untitled (The Naked Expressionist),19862.0,2002
Plate (folio 9) from PARCOURS,3963.0,1966
Portrait of Balzac from the illustrated book Balzacs en bas de casse et Picassos sans majuscule,4609.0,1952-1957
Bowl chair,44188.0,1951
Untitled,8595.0,c. 1938–60
Art Dealer,5145.0,1928
"Eichstaedt House, Berlin-Nikolassee, Germany, Landscape model",7166.0,1921-23
"PETROUCHKA, plate V (facing page 20) from LES ÂMES MORTES",1055.0,1923-1948
Untitled from an untitled portfolio,6448.0,1997
Terminal Island,49723.0,1973
Untitled from Silly Lilies,5281.0,1995
I Hear a Voice,21446.0,1992
Red Violet,4185.0,1995
Picasso Sculpture (plaster),745.0,1943
Decrepid Text (Texte décrépit) from the portfolio Textures from Phenomena (Les Phénomènes),1633.0,1959
"Untitled, plate 6 of 15, from the series, Nature Study",710.0,2009
"Caseta de Ventas, Paseo del Pedregal, Col. Pedregal de San Angel, Mexico City, Mexico",43916.0,1958
The Prince Visits the Bird Seller,3050.0,1949
Trial proof for PHENOMENA PASSING NOON,2902.0,1967
Optical Parable,135.0,1931
Ostend,4620.0,1948
6 Drawings for Proposed Show at Gagosian Gallery,871.0,2000
Untitled (Poorly drawn man with green halo) from the series Time of My Life,25523.0,1992–2000
